Customer ID,Dining Preference,Room Preference,Sports Activities,Wellness,Pricing Pattern
508,Non-Vegetarian,Suite,Table Tennis,Sauna,Luxury
509,Non-Vegetarian,Standard,Swimming,None,Frugal
510,Vegetarian,Deluxe,None,Sauna,Frugal
511,Vegan,Standard,Golf,Gym,Frugal
512,Vegetarian,Suite,Golf,None,Frugal
513,Non-Vegetarian,Suite,Swimming,None,Luxury
514,Non-Vegetarian,Suite,Table Tennis,Sauna,Luxury
515,Vegetarian,Deluxe,Golf,Massage,Luxury
516,Non-Vegetarian,Suite,Table Tennis,None,Frugal
517,Non-Vegetarian,Deluxe,None,None,Luxury
518,Vegetarian,Deluxe,Table Tennis,Gym,Frugal
519,Vegetarian,Deluxe,Table Tennis,Gym,Luxury
520,Vegetarian,Suite,Swimming,Gym,Luxury
521,Vegetarian,Deluxe,None,Sauna,Luxury
522,Vegan,Standard,Swimming,Gym,Frugal
523,Non-Vegetarian,Standard,None,None,Frugal
524,Vegetarian,Suite,Golf,Gym,Frugal
525,Vegan,Suite,None,None,Luxury
526,Vegan,Standard,None,Massage,Frugal
527,Non-Vegetarian,Deluxe,Swimming,Sauna,Frugal
528,Vegetarian,Deluxe,None,Sauna,Frugal
529,Non-Vegetarian,Deluxe,None,Massage,Frugal
530,Vegetarian,Deluxe,Swimming,Massage,Frugal
531,Vegan,Standard,None,Massage,Luxury
532,Non-Vegetarian,Deluxe,Swimming,Gym,Frugal
533,Vegetarian,Standard,Swimming,None,Luxury
534,Vegetarian,Deluxe,Swimming,Sauna,Frugal
535,Non-Vegetarian,Standard,Swimming,None,Luxury
536,Vegetarian,Standard,Table Tennis,Massage,Luxury
537,Non-Vegetarian,Suite,Table Tennis,None,Frugal
538,Non-Vegetarian,Standard,None,Massage,Luxury
539,Vegan,Standard,Table Tennis,None,Luxury
540,Vegan,Deluxe,Golf,Massage,Frugal
541,Vegetarian,Standard,Swimming,None,Frugal
542,Vegan,Suite,Swimming,Gym,Luxury
543,Non-Vegetarian,Deluxe,Table Tennis,Sauna,Frugal
544,Non-Vegetarian,Deluxe,Table Tennis,Massage,Frugal
545,Vegan,Deluxe,Swimming,None,Frugal
546,Non-Vegetarian,Standard,Golf,Gym,Luxury
547,Vegan,Suite,Swimming,Massage,Luxury
548,Vegetarian,Suite,Swimming,Gym,Luxury
549,Vegan,Standard,None,Massage,Luxury
550,Vegetarian,Deluxe,Swimming,Sauna,Frugal
551,Vegan,Standard,None,Sauna,Luxury
552,Vegetarian,Standard,Table Tennis,Gym,Frugal
553,Vegan,Deluxe,Swimming,None,Luxury
554,Vegan,Suite,None,Gym,Luxury
555,Vegan,Suite,None,None,Luxury
556,Non-Vegetarian,Suite,Swimming,Sauna,Luxury
557,Non-Vegetarian,Standard,Golf,Gym,Frugal
558,Non-Vegetarian,Standard,None,Massage,Frugal
559,Vegetarian,Standard,None,Massage,Frugal
560,Non-Vegetarian,Suite,Golf,Massage,Luxury
561,Vegan,Suite,Swimming,None,Frugal
562,Vegetarian,Standard,None,Sauna,Luxury
563,Vegetarian,Standard,Table Tennis,Gym,Luxury
564,Vegetarian,Deluxe,None,None,Frugal
565,Vegan,Standard,Golf,Sauna,Frugal
566,Vegan,Deluxe,Swimming,None,Frugal
567,Vegetarian,Standard,Table Tennis,Gym,Luxury
568,Non-Vegetarian,Standard,None,None,Luxury
569,Non-Vegetarian,Suite,None,Massage,Luxury
570,Vegetarian,Standard,Table Tennis,Sauna,Frugal
571,Vegan,Deluxe,Table Tennis,Gym,Frugal
572,Vegan,Suite,None,Gym,Luxury
573,Vegetarian,Standard,Table Tennis,None,Frugal
574,Vegan,Deluxe,Table Tennis,Sauna,Luxury
575,Vegetarian,Standard,Table Tennis,Sauna,Luxury
576,Non-Vegetarian,Standard,Golf,Sauna,Frugal
577,Vegan,Standard,Swimming,Massage,Frugal
578,Vegan,Deluxe,Table Tennis,Gym,Frugal
579,Non-Vegetarian,Suite,Golf,Massage,Frugal
580,Vegetarian,Suite,Golf,None,Frugal
581,Non-Vegetarian,Suite,Swimming,Gym,Luxury
582,Vegetarian,Standard,None,None,Frugal
583,Vegetarian,Standard,Swimming,None,Luxury
584,Vegan,Standard,Swimming,None,Frugal
585,Vegan,Suite,Table Tennis,Gym,Frugal
586,Vegan,Suite,Golf,Gym,Frugal
587,Non-Vegetarian,Deluxe,Table Tennis,Gym,Frugal
588,Vegetarian,Deluxe,None,Sauna,Frugal
589,Vegetarian,Standard,Golf,Gym,Frugal
590,Vegetarian,Suite,Table Tennis,Sauna,Luxury
591,Non-Vegetarian,Deluxe,Swimming,Sauna,Frugal
592,Vegan,Suite,Table Tennis,Gym,Frugal
593,Non-Vegetarian,Standard,Swimming,None,Frugal
594,Vegetarian,Suite,Table Tennis,Sauna,Frugal
595,Vegan,Suite,None,Massage,Frugal
596,Non-Vegetarian,Deluxe,Swimming,None,Frugal
597,Vegan,Suite,Table Tennis,Sauna,Luxury
598,Vegetarian,Suite,None,Gym,Frugal
599,Vegetarian,Suite,Swimming,Sauna,Frugal
600,Vegan,Standard,Golf,None,Luxury
601,Non-Vegetarian,Standard,Swimming,Gym,Frugal
602,Vegan,Suite,Swimming,Sauna,Frugal
603,Vegetarian,Deluxe,Swimming,Gym,Luxury
604,Vegan,Standard,None,Massage,Luxury
605,Vegan,Deluxe,None,Massage,Luxury
606,Non-Vegetarian,Standard,Swimming,Massage,Frugal
607,Non-Vegetarian,Standard,None,None,Luxury
608,Vegetarian,Suite,None,Gym,Frugal
609,Vegetarian,Deluxe,None,None,Luxury
610,Vegetarian,Standard,Table Tennis,Gym,Luxury
611,Non-Vegetarian,Deluxe,Table Tennis,None,Frugal
612,Vegetarian,Suite,Table Tennis,Gym,Frugal
613,Vegetarian,Deluxe,None,Sauna,Frugal
614,Non-Vegetarian,Standard,None,Gym,Luxury
615,Vegan,Standard,Golf,Sauna,Frugal
616,Non-Vegetarian,Suite,Golf,None,Luxury
617,Vegetarian,Deluxe,Golf,Massage,Frugal
618,Non-Vegetarian,Deluxe,Swimming,Sauna,Frugal
619,Vegetarian,Standard,None,None,Luxury
620,Non-Vegetarian,Suite,None,Sauna,Luxury
621,Non-Vegetarian,Standard,Swimming,Massage,Frugal
622,Vegetarian,Deluxe,Swimming,Gym,Luxury
623,Vegetarian,Standard,Golf,Massage,Luxury
624,Vegan,Suite,Table Tennis,Sauna,Luxury
625,Vegan,Standard,None,Sauna,Frugal
626,Non-Vegetarian,Standard,Swimming,Sauna,Luxury
627,Vegetarian,Standard,None,None,Luxury
628,Vegan,Suite,None,Massage,Frugal
629,Non-Vegetarian,Standard,Table Tennis,None,Frugal
630,Non-Vegetarian,Standard,Swimming,Gym,Frugal
631,Vegetarian,Suite,Table Tennis,Sauna,Frugal
632,Vegan,Standard,Table Tennis,Sauna,Frugal
633,Non-Vegetarian,Standard,Swimming,Massage,Luxury
634,Non-Vegetarian,Suite,Golf,Gym,Frugal
635,Vegan,Standard,Golf,Sauna,Luxury
636,Vegetarian,Standard,Golf,None,Frugal
637,Vegan,Standard,None,Massage,Frugal
638,Vegan,Suite,Golf,Massage,Luxury
639,Non-Vegetarian,Standard,Golf,None,Luxury
640,Non-Vegetarian,Deluxe,None,None,Luxury
641,Non-Vegetarian,Standard,Swimming,Sauna,Luxury
642,Non-Vegetarian,Standard,None,Gym,Frugal
643,Non-Vegetarian,Suite,Table Tennis,Massage,Frugal
644,Vegetarian,Deluxe,Table Tennis,Sauna,Luxury
645,Vegetarian,Suite,None,Gym,Frugal
646,Non-Vegetarian,Deluxe,Golf,Sauna,Luxury
647,Vegetarian,Suite,Golf,Gym,Luxury
648,Non-Vegetarian,Suite,Table Tennis,Sauna,Luxury
649,Non-Vegetarian,Deluxe,None,Gym,Luxury
650,Non-Vegetarian,Standard,Table Tennis,Massage,Luxury
651,Non-Vegetarian,Standard,Swimming,Sauna,Luxury
652,Non-Vegetarian,Deluxe,Table Tennis,Massage,Frugal
653,Vegan,Suite,None,Massage,Frugal
654,Vegetarian,Suite,Swimming,None,Luxury
655,Vegan,Standard,Swimming,None,Frugal
656,Vegan,Suite,None,None,Frugal
657,Vegan,Standard,Golf,Massage,Luxury
658,Vegan,Deluxe,Golf,Gym,Frugal
659,Non-Vegetarian,Suite,Swimming,None,Luxury
660,Vegetarian,Suite,Swimming,Sauna,Frugal
661,Vegetarian,Standard,Golf,Sauna,Frugal
662,Vegetarian,Suite,None,None,Frugal
663,Vegetarian,Deluxe,None,Massage,Luxury
664,Vegetarian,Standard,Golf,Sauna,Frugal
665,Non-Vegetarian,Standard,None,Sauna,Frugal
666,Vegetarian,Standard,Golf,Massage,Luxury
667,Non-Vegetarian,Deluxe,None,Gym,Frugal
668,Vegetarian,Standard,Swimming,Sauna,Frugal
669,Vegan,Deluxe,Golf,Sauna,Luxury
670,Vegan,Deluxe,None,None,Luxury
671,Vegan,Deluxe,Table Tennis,None,Luxury
672,Vegetarian,Deluxe,Table Tennis,Gym,Frugal
673,Non-Vegetarian,Deluxe,Table Tennis,Massage,Luxury
674,Vegan,Deluxe,Golf,Sauna,Frugal
675,Non-Vegetarian,Standard,Table Tennis,None,Frugal
676,Vegetarian,Standard,Swimming,Gym,Luxury
677,Vegetarian,Standard,Swimming,Gym,Frugal
678,Vegetarian,Standard,Table Tennis,Sauna,Frugal
679,Vegetarian,Standard,None,Massage,Frugal
680,Non-Vegetarian,Deluxe,Table Tennis,None,Luxury
681,Vegan,Suite,Table Tennis,None,Luxury
682,Vegetarian,Suite,Table Tennis,Gym,Frugal
683,Non-Vegetarian,Suite,Swimming,None,Luxury
684,Vegetarian,Standard,Golf,Massage,Luxury
685,Non-Vegetarian,Deluxe,Table Tennis,Massage,Frugal
686,Non-Vegetarian,Suite,None,Gym,Luxury
687,Non-Vegetarian,Deluxe,Golf,Sauna,Frugal
688,Vegan,Standard,Golf,Massage,Frugal
689,Vegan,Suite,None,Gym,Frugal
690,Non-Vegetarian,Standard,Swimming,Sauna,Luxury
691,Non-Vegetarian,Standard,Swimming,Sauna,Luxury
692,Non-Vegetarian,Suite,Golf,None,Frugal
693,Vegan,Standard,Table Tennis,None,Luxury
694,Vegan,Suite,Swimming,Massage,Luxury
695,Vegan,Suite,Table Tennis,Massage,Luxury
696,Vegetarian,Deluxe,None,Sauna,Frugal
697,Non-Vegetarian,Deluxe,Table Tennis,None,Luxury
698,Vegetarian,Suite,Swimming,None,Frugal
699,Vegetarian,Suite,None,Sauna,Luxury
700,Vegetarian,Standard,Golf,None,Luxury
701,Vegetarian,Standard,None,Massage,Luxury
702,Vegan,Suite,Table Tennis,Sauna,Luxury
703,Vegetarian,Suite,Table Tennis,Massage,Frugal
704,Vegetarian,Suite,Golf,Massage,Luxury
705,Non-Vegetarian,Standard,Table Tennis,Sauna,Frugal
706,Vegan,Deluxe,None,Sauna,Frugal
707,Vegetarian,Standard,None,Gym,Frugal
708,Vegan,Deluxe,Golf,Gym,Frugal
709,Non-Vegetarian,Deluxe,Golf,Sauna,Frugal
710,Vegetarian,Suite,Swimming,Massage,Luxury
711,Vegetarian,Deluxe,Swimming,Massage,Luxury
712,Vegan,Standard,None,None,Luxury
713,Non-Vegetarian,Standard,None,Gym,Luxury
714,Vegan,Deluxe,None,None,Frugal
715,Non-Vegetarian,Suite,Swimming,Gym,Frugal
716,Non-Vegetarian,Suite,Table Tennis,Massage,Luxury
717,Vegetarian,Deluxe,Swimming,Massage,Frugal
718,Non-Vegetarian,Suite,Golf,Sauna,Frugal
719,Vegetarian,Standard,Table Tennis,Sauna,Frugal
720,Vegetarian,Standard,None,None,Frugal
721,Vegetarian,Deluxe,Golf,Gym,Luxury
722,Vegetarian,Deluxe,Table Tennis,None,Luxury
723,Vegetarian,Standard,Golf,Gym,Luxury
724,Vegetarian,Standard,None,None,Luxury
725,Non-Vegetarian,Deluxe,Golf,None,Frugal
726,Vegetarian,Deluxe,Golf,Massage,Frugal
727,Non-Vegetarian,Deluxe,Golf,None,Luxury
728,Vegan,Standard,Swimming,Massage,Luxury
729,Non-Vegetarian,Deluxe,None,Massage,Frugal
730,Vegetarian,Standard,Table Tennis,Gym,Luxury
731,Vegan,Deluxe,Golf,Gym,Frugal
732,Vegan,Standard,Golf,Massage,Luxury
733,Non-Vegetarian,Suite,Golf,Massage,Frugal
734,Vegan,Standard,Table Tennis,Gym,Luxury
735,Vegetarian,Deluxe,Swimming,None,Frugal
736,Vegetarian,Standard,Swimming,Sauna,Frugal
737,Vegan,Deluxe,None,Sauna,Frugal
738,Vegan,Standard,Table Tennis,Gym,Frugal
739,Vegetarian,Suite,None,Massage,Luxury
740,Vegetarian,Standard,Table Tennis,Gym,Luxury
741,Vegan,Suite,None,Gym,Frugal
742,Vegan,Suite,Table Tennis,Massage,Frugal
743,Non-Vegetarian,Suite,Golf,Massage,Frugal
744,Vegetarian,Suite,None,Gym,Luxury
745,Vegetarian,Suite,Swimming,Gym,Frugal
746,Non-Vegetarian,Suite,None,Massage,Frugal
747,Vegan,Standard,None,Sauna,Luxury
748,Vegan,Standard,Swimming,Sauna,Frugal
749,Vegan,Deluxe,None,Massage,Frugal
750,Vegan,Deluxe,Table Tennis,None,Frugal
751,Non-Vegetarian,Suite,Swimming,Sauna,Luxury
752,Vegan,Suite,Table Tennis,Massage,Frugal
753,Vegan,Deluxe,Swimming,None,Frugal
754,Non-Vegetarian,Suite,Swimming,None,Frugal
755,Vegetarian,Standard,Swimming,Gym,Frugal
756,Vegan,Deluxe,Swimming,None,Frugal
757,Non-Vegetarian,Suite,Swimming,Sauna,Frugal
758,Vegan,Standard,Table Tennis,Gym,Frugal
759,Vegetarian,Deluxe,Golf,Sauna,Frugal
760,Vegetarian,Standard,Golf,None,Frugal
761,Non-Vegetarian,Deluxe,Swimming,Gym,Luxury
762,Vegan,Suite,Golf,Sauna,Luxury
763,Vegetarian,Standard,Table Tennis,Sauna,Frugal
764,Vegan,Deluxe,Table Tennis,Massage,Luxury
765,Vegan,Deluxe,Table Tennis,None,Luxury
766,Non-Vegetarian,Standard,Table Tennis,Massage,Luxury
767,Vegan,Deluxe,None,None,Luxury
768,Vegan,Standard,Golf,Massage,Frugal
769,Vegetarian,Suite,None,Gym,Frugal
770,Non-Vegetarian,Suite,Table Tennis,Sauna,Frugal
771,Vegan,Suite,Swimming,Massage,Frugal
772,Vegan,Standard,Swimming,Gym,Frugal
773,Vegetarian,Deluxe,Golf,Sauna,Frugal
774,Vegetarian,Standard,Swimming,Massage,Luxury
775,Vegan,Standard,None,Sauna,Frugal
776,Vegetarian,Deluxe,Golf,Sauna,Luxury
777,Vegan,Deluxe,Swimming,None,Luxury
778,Vegetarian,Standard,None,Gym,Frugal
779,Vegan,Standard,Golf,Massage,Frugal
780,Non-Vegetarian,Suite,Swimming,Sauna,Frugal
781,Vegan,Standard,None,Gym,Luxury
782,Non-Vegetarian,Suite,Table Tennis,Sauna,Frugal
783,Vegan,Deluxe,Swimming,None,Luxury
784,Non-Vegetarian,Suite,None,Massage,Frugal
785,Non-Vegetarian,Standard,Table Tennis,None,Luxury
786,Vegan,Standard,Swimming,Massage,Luxury
787,Vegetarian,Suite,Golf,Gym,Frugal
788,Non-Vegetarian,Suite,Swimming,Sauna,Frugal
789,Vegan,Standard,Swimming,Gym,Frugal
790,Non-Vegetarian,Suite,Swimming,Sauna,Luxury
791,Vegetarian,Deluxe,Table Tennis,Gym,Luxury
792,Non-Vegetarian,Suite,Golf,Gym,Luxury
793,Non-Vegetarian,Suite,Table Tennis,Gym,Frugal
794,Vegan,Suite,Swimming,None,Luxury
795,Vegan,Standard,Swimming,Massage,Frugal
796,Vegan,Standard,Swimming,Sauna,Luxury
797,Non-Vegetarian,Standard,Golf,Massage,Frugal
798,Vegan,Standard,Golf,Massage,Frugal
799,Non-Vegetarian,Standard,Golf,Massage,Luxury
800,Vegan,Suite,Swimming,Gym,Frugal
801,Vegan,Deluxe,Table Tennis,Gym,Frugal
802,Vegetarian,Deluxe,Table Tennis,None,Frugal
803,Vegan,Deluxe,Table Tennis,Massage,Frugal
804,Vegetarian,Suite,Table Tennis,Gym,Luxury
805,Non-Vegetarian,Suite,Table Tennis,None,Frugal
806,Vegan,Deluxe,Swimming,Gym,Frugal
807,Vegan,Suite,Table Tennis,Massage,Frugal
808,Vegetarian,Deluxe,Table Tennis,Sauna,Luxury
809,Vegetarian,Suite,Table Tennis,Massage,Frugal
810,Vegan,Standard,Table Tennis,Gym,Luxury
811,Vegetarian,Standard,Table Tennis,Gym,Frugal
812,Vegetarian,Standard,Swimming,Sauna,Luxury
813,Vegetarian,Deluxe,Golf,Sauna,Frugal
814,Vegetarian,Suite,Table Tennis,Massage,Frugal
815,Non-Vegetarian,Deluxe,Swimming,Gym,Luxury
816,Non-Vegetarian,Suite,Golf,Sauna,Frugal
817,Vegetarian,Standard,Swimming,Sauna,Frugal
818,Vegan,Standard,None,None,Luxury
819,Vegetarian,Deluxe,None,Gym,Luxury
820,Vegan,Suite,Table Tennis,None,Luxury
821,Vegetarian,Standard,Swimming,Gym,Frugal
822,Vegetarian,Suite,None,Sauna,Luxury
823,Non-Vegetarian,Standard,Table Tennis,None,Frugal
824,Vegetarian,Deluxe,Swimming,None,Luxury
825,Vegan,Deluxe,Table Tennis,None,Frugal
826,Non-Vegetarian,Standard,Swimming,Massage,Luxury
827,Vegetarian,Deluxe,Table Tennis,Massage,Luxury
828,Non-Vegetarian,Standard,Golf,Sauna,Luxury
829,Vegan,Standard,Swimming,None,Frugal
830,Vegetarian,Standard,Golf,Sauna,Frugal
831,Vegan,Suite,Table Tennis,Sauna,Frugal
832,Vegetarian,Suite,Swimming,Sauna,Frugal
833,Non-Vegetarian,Deluxe,Swimming,None,Luxury
834,Non-Vegetarian,Suite,Swimming,Gym,Frugal
835,Non-Vegetarian,Suite,Table Tennis,None,Frugal
836,Non-Vegetarian,Standard,None,Massage,Luxury
837,Non-Vegetarian,Deluxe,Golf,Sauna,Luxury
838,Vegetarian,Suite,Golf,None,Frugal
839,Vegan,Deluxe,Golf,Gym,Luxury
840,Vegan,Standard,Table Tennis,None,Frugal
841,Vegan,Suite,Swimming,Sauna,Luxury
842,Non-Vegetarian,Deluxe,Golf,Massage,Frugal
843,Vegetarian,Standard,None,Massage,Frugal
844,Vegetarian,Suite,Golf,Sauna,Luxury
845,Vegan,Deluxe,Golf,Sauna,Luxury
846,Non-Vegetarian,Suite,None,Gym,Luxury
847,Non-Vegetarian,Deluxe,Swimming,None,Frugal
848,Vegetarian,Deluxe,Table Tennis,Gym,Luxury
849,Non-Vegetarian,Suite,Swimming,Sauna,Frugal
850,Vegetarian,Suite,Table Tennis,Gym,Luxury
851,Non-Vegetarian,Suite,Table Tennis,None,Frugal
852,Vegetarian,Deluxe,Swimming,Massage,Luxury
853,Vegetarian,Standard,Swimming,Massage,Luxury
854,Non-Vegetarian,Standard,Golf,Sauna,Luxury
855,Vegetarian,Deluxe,Golf,Gym,Frugal
856,Vegan,Deluxe,Swimming,None,Luxury
857,Vegetarian,Standard,Swimming,Gym,Frugal
858,Non-Vegetarian,Deluxe,Table Tennis,Massage,Frugal
859,Vegetarian,Standard,Swimming,None,Frugal
860,Non-Vegetarian,Deluxe,None,Gym,Frugal
861,Vegan,Standard,None,Gym,Luxury
862,Non-Vegetarian,Standard,Golf,None,Luxury
863,Non-Vegetarian,Deluxe,Swimming,None,Frugal
864,Vegetarian,Standard,Swimming,None,Frugal
865,Vegan,Standard,Swimming,None,Frugal
866,Non-Vegetarian,Deluxe,Swimming,Sauna,Frugal
867,Vegetarian,Standard,Golf,Sauna,Luxury
868,Vegetarian,Standard,Golf,Massage,Luxury
869,Non-Vegetarian,Standard,Table Tennis,Massage,Luxury
870,Vegan,Suite,Table Tennis,Gym,Luxury
871,Vegetarian,Suite,Swimming,Gym,Frugal
872,Vegan,Standard,Swimming,Massage,Frugal
873,Vegetarian,Deluxe,Table Tennis,Massage,Frugal
874,Vegan,Suite,Golf,None,Frugal
875,Vegan,Suite,Golf,Sauna,Luxury
876,Vegan,Deluxe,Swimming,Sauna,Luxury
877,Vegan,Deluxe,Table Tennis,None,Frugal
878,Vegetarian,Suite,Golf,None,Luxury
879,Vegan,Standard,Table Tennis,Sauna,Frugal
880,Vegan,Deluxe,Table Tennis,Massage,Luxury
881,Vegan,Deluxe,None,Massage,Luxury
882,Vegan,Standard,Swimming,None,Luxury
883,Vegan,Suite,Golf,Gym,Frugal
884,Non-Vegetarian,Suite,Swimming,None,Luxury
885,Vegan,Suite,Golf,Gym,Frugal
886,Non-Vegetarian,Suite,Table Tennis,Sauna,Frugal
887,Vegetarian,Suite,Golf,Massage,Frugal
888,Vegetarian,Standard,None,Massage,Frugal
889,Vegan,Standard,Table Tennis,Sauna,Frugal
890,Vegan,Standard,Table Tennis,Sauna,Frugal
891,Non-Vegetarian,Standard,Swimming,Sauna,Frugal
892,Vegetarian,Suite,Table Tennis,None,Frugal
893,Vegetarian,Deluxe,Golf,Gym,Luxury
894,Vegetarian,Standard,None,Massage,Luxury
895,Non-Vegetarian,Suite,Table Tennis,Massage,Luxury
896,Vegetarian,Deluxe,Golf,Sauna,Luxury
897,Vegetarian,Deluxe,None,Sauna,Luxury
898,Vegetarian,Standard,Swimming,Sauna,Frugal
899,Vegan,Deluxe,None,Sauna,Luxury
900,Vegan,Suite,Table Tennis,Massage,Frugal
901,Vegetarian,Deluxe,Table Tennis,Sauna,Luxury
902,Non-Vegetarian,Standard,None,Gym,Luxury
903,Vegetarian,Standard,None,Sauna,Frugal
904,Non-Vegetarian,Deluxe,Table Tennis,Gym,Frugal
905,Vegetarian,Deluxe,Golf,Gym,Luxury
906,Vegetarian,Standard,None,Gym,Luxury
907,Vegan,Standard,None,None,Luxury
908,Non-Vegetarian,Suite,None,Sauna,Luxury
909,Vegan,Deluxe,Table Tennis,Sauna,Frugal
910,Non-Vegetarian,Suite,Golf,Sauna,Luxury
911,Vegan,Deluxe,Swimming,Sauna,Frugal
912,Vegan,Standard,Golf,Sauna,Frugal
913,Non-Vegetarian,Standard,Swimming,Sauna,Frugal
914,Vegan,Suite,Swimming,Gym,Luxury
915,Vegetarian,Deluxe,Swimming,Massage,Frugal
916,Non-Vegetarian,Deluxe,Table Tennis,Gym,Frugal
917,Non-Vegetarian,Standard,Swimming,Sauna,Luxury
918,Vegetarian,Deluxe,Table Tennis,Sauna,Luxury
919,Vegan,Standard,None,None,Frugal
920,Vegan,Suite,Golf,Sauna,Luxury
921,Vegetarian,Suite,Table Tennis,Gym,Luxury
922,Non-Vegetarian,Suite,None,Sauna,Luxury
923,Vegan,Suite,None,Sauna,Luxury
924,Vegan,Standard,None,Massage,Luxury
925,Vegan,Suite,None,Sauna,Luxury
926,Non-Vegetarian,Suite,Table Tennis,Gym,Frugal
927,Non-Vegetarian,Suite,None,Sauna,Luxury
928,Vegan,Deluxe,Table Tennis,None,Luxury
929,Vegetarian,Deluxe,Golf,None,Frugal
930,Vegetarian,Deluxe,Swimming,Sauna,Luxury
931,Vegan,Suite,Golf,Gym,Luxury
932,Vegetarian,Standard,Table Tennis,Sauna,Luxury
933,Vegan,Standard,Table Tennis,Gym,Frugal
934,Non-Vegetarian,Deluxe,Swimming,Massage,Frugal
935,Vegetarian,Standard,Table Tennis,None,Frugal
936,Vegan,Deluxe,Swimming,None,Luxury
937,Vegan,Deluxe,Swimming,Sauna,Luxury
938,Vegetarian,Standard,Golf,Massage,Luxury
939,Non-Vegetarian,Standard,Swimming,Massage,Luxury
940,Vegan,Standard,Table Tennis,Gym,Luxury
941,Vegetarian,Deluxe,None,Gym,Frugal
942,Vegetarian,Deluxe,Swimming,Massage,Frugal
943,Non-Vegetarian,Deluxe,Golf,None,Luxury
944,Non-Vegetarian,Suite,Golf,Sauna,Luxury
945,Vegan,Standard,None,Gym,Luxury
946,Non-Vegetarian,Suite,None,Sauna,Luxury
947,Vegan,Suite,Table Tennis,Gym,Luxury
948,Vegetarian,Deluxe,Golf,Massage,Frugal
949,Vegetarian,Suite,Table Tennis,Massage,Luxury
950,Vegan,Suite,Swimming,Gym,Frugal
951,Non-Vegetarian,Suite,Golf,Gym,Frugal
952,Vegan,Deluxe,Golf,Massage,Luxury
953,Non-Vegetarian,Suite,Table Tennis,None,Frugal
954,Non-Vegetarian,Deluxe,Table Tennis,None,Luxury
955,Vegetarian,Deluxe,Golf,Gym,Luxury
956,Vegetarian,Deluxe,None,Sauna,Frugal
957,Vegan,Standard,Golf,Sauna,Frugal
958,Vegan,Suite,None,Gym,Luxury
959,Non-Vegetarian,Standard,Golf,None,Luxury
960,Vegan,Standard,Swimming,None,Luxury
961,Non-Vegetarian,Suite,None,None,Luxury
962,Vegetarian,Deluxe,None,Sauna,Luxury
963,Vegan,Suite,Table Tennis,Massage,Luxury
964,Non-Vegetarian,Deluxe,Golf,None,Frugal
965,Vegan,Suite,Golf,Gym,Luxury
966,Vegan,Deluxe,Table Tennis,Gym,Luxury
967,Vegan,Suite,Golf,Sauna,Luxury
968,Vegan,Standard,Swimming,Sauna,Luxury
969,Non-Vegetarian,Suite,Table Tennis,Gym,Luxury
970,Vegan,Suite,Table Tennis,None,Frugal
971,Vegan,Deluxe,Swimming,Sauna,Luxury
972,Vegetarian,Standard,Swimming,Sauna,Frugal
973,Vegetarian,Suite,Table Tennis,Gym,Frugal
974,Vegetarian,Suite,Swimming,None,Frugal
975,Vegan,Standard,Table Tennis,Sauna,Frugal
976,Non-Vegetarian,Standard,Table Tennis,Massage,Frugal
977,Vegan,Standard,Table Tennis,Gym,Frugal
978,Vegan,Deluxe,Swimming,Massage,Luxury
979,Vegan,Suite,Golf,None,Luxury
980,Vegetarian,Deluxe,Swimming,Massage,Luxury
981,Non-Vegetarian,Deluxe,Swimming,Massage,Luxury
982,Vegetarian,Deluxe,Golf,Gym,Luxury
983,Vegan,Deluxe,Table Tennis,Massage,Luxury
984,Non-Vegetarian,Suite,Table Tennis,Massage,Frugal
985,Non-Vegetarian,Deluxe,None,Gym,Frugal
986,Non-Vegetarian,Standard,Swimming,Sauna,Frugal
987,Vegetarian,Deluxe,None,None,Frugal
988,Vegetarian,Deluxe,None,None,Luxury
989,Non-Vegetarian,Deluxe,Golf,None,Luxury
990,Non-Vegetarian,Standard,None,Sauna,Frugal
991,Vegetarian,Deluxe,Swimming,Gym,Luxury
992,Vegetarian,Deluxe,Table Tennis,None,Luxury
993,Non-Vegetarian,Suite,Swimming,None,Frugal
994,Vegan,Deluxe,Swimming,Massage,Luxury
995,Non-Vegetarian,Suite,Golf,Massage,Frugal
996,Vegan,Suite,Golf,None,Luxury
997,Non-Vegetarian,Standard,Golf,Sauna,Frugal
998,Vegan,Suite,Table Tennis,Sauna,Frugal
999,Vegan,Standard,Golf,Sauna,Luxury
1000,Vegetarian,Suite,None,Sauna,Luxury
1001,Non-Vegetarian,Standard,Swimming,None,Frugal
1002,Vegan,Suite,None,None,Luxury
1003,Vegan,Standard,Swimming,None,Frugal
1004,Vegetarian,Standard,Table Tennis,Sauna,Frugal
1005,Vegetarian,Deluxe,Swimming,Massage,Luxury
1006,Non-Vegetarian,Suite,None,Massage,Luxury
1007,Vegetarian,Standard,Swimming,Sauna,Luxury
1008,Non-Vegetarian,Standard,None,None,Frugal
1009,Non-Vegetarian,Deluxe,Swimming,Sauna,Frugal
1010,Vegan,Deluxe,None,Massage,Frugal
1011,Non-Vegetarian,Deluxe,None,Sauna,Luxury
1012,Vegan,Suite,Table Tennis,Sauna,Luxury
1013,Vegetarian,Suite,Golf,Massage,Frugal
1014,Vegetarian,Deluxe,None,None,Frugal
1015,Vegetarian,Suite,Swimming,Sauna,Luxury
1016,Non-Vegetarian,Standard,Golf,None,Frugal
1017,Vegan,Suite,Table Tennis,None,Frugal
